skill_overlap,semantic_sim,exp_gap,keyword_density,label
0.9134066165077489,0.6567207459521333,0.1372152424693414,0.4945889342720375,1
0.8321812868480748,0.7839472000348273,0.029521532354983185,0.8639522667364768,1
0.6500604498050557,0.5044967491506456,0.18685721049069856,0.5767640916761773,1
0.9736052206957867,0.6123972628927434,0.13975438780942928,0.8233568527442584,1
0.8857542856356597,0.7902194839926329,0.1342193034479001,0.7424020090937076,1
0.9310808511762508,0.6904361257671175,0.022437987761120975,0.698026497644971,1
0.8407322268240246,0.6803764439599687,0.1333537093274722,0.7961030517484841,1
0.7059926324141832,0.6911440556510016,0.20671351082745534,0.8089182103826815,1
0.9508635761112878,0.5288607968795972,0.075034271333807,1.0,1
0.9278768176579834,0.7950790158298324,0.1907154823343491,0.671011089653488,1
0.8411786627751926,1.0,0.13304963874402448,0.9493776888618819,1
0.7048677029815863,0.8393808716487963,0.18202800104719424,0.7302397166807113,1
0.8677624793745322,0.9131381926761428,0.0,0.717256301948956,1
0.7280010432640387,0.7268131863684721,0.21129527203250922,0.6393015866234582,1
0.8730550938729116,1.0,0.030588004154277905,0.5662722797207898,1
0.8326926997639157,0.7673936122625293,0.0,0.9769541338216158,1
0.9785945730425545,0.5387223163883622,0.23949734602961714,0.7617725411662348,1
0.6798956556156068,0.5227675072102942,0.08148581884408237,0.930514981508284,1
0.8128968962603265,0.9389338429192732,0.0,0.993553437756107,1
0.7780953136925108,0.6483151365645629,0.05378605036503889,0.6300476850098523,1
0.6503490253145879,0.9309856919256642,0.2481808219199971,0.866916080183728,1
0.8038781322613889,0.8934684896588567,0.13775557837667016,0.5470586475936685,1
0.6362901861380009,0.7821936076320354,0.11559266294376903,0.46668709832665034,1
0.7379969727064578,0.7460979667065955,0.0,0.69195351653022,1
0.785367770085643,0.9125210342969167,0.3183097720474369,0.9856741445840851,1
1.0,0.5814702926665715,0.1328421158623276,0.6257024374410396,1
0.8217265744362399,0.8992135687257906,0.002583718169702015,1.0,1
0.8388006068787214,0.6550898008149342,0.1872516317767401,0.8567606869706044,1
0.6189721782924523,0.9038964144833477,0.05917402478507305,0.6286366316684469,1
0.8416825658818741,0.5713017269345602,0.2241692415553777,0.8958845896232617,1
0.7441230457313203,0.940096350745233,0.04327967065915771,0.6920073929085505,1
0.8716215997129493,0.9297979404456045,0.0,1.0,1
0.6846476586479138,1.0,0.255073841579616,0.5879503461810762,1
0.9220188929408234,0.9283922796935051,0.25554670138371155,0.6892488436500807,1
0.9070854411418412,0.5918903763177082,0.0,0.8090872717423524,1
0.9215481724286294,0.7367144601281053,0.2022541892764815,0.5373312576237017,1
0.7975483603300513,0.9011588297325908,0.15310849182787137,0.8802380697303063,1
0.8194308379159685,0.948598713807688,0.13499569655831906,0.7853289593893319,1
0.7317167134131315,0.985358335325631,0.2676294948348244,0.5623539536800276,1
0.80683113147662,1.0,0.08055635316606206,0.9485252677369741,1
1.0,0.933048091844392,0.0024081790708408834,0.9240969366142472,1
0.9907120984119295,0.6012742492693048,0.275753664531015,1.0,1
0.7504129444762621,0.636594053267612,0.2003717274420169,0.647742949777597,1
0.8508174270758897,0.5773401242267334,0.046538017196320836,0.8743531425552391,1
1.0,0.7183019517324292,0.23830962387436413,0.7693927749090129,1
0.8784023166148074,0.8430110938431099,0.06231260685192451,0.8512071672873485,1
0.7060927530475016,0.8457166081129159,0.16272715031404328,0.5396971799857307,1
0.861526108698358,0.9696144305168811,0.16656394226130958,0.7746578183003296,1
0.7834578573787379,0.7642258215529409,0.18748452872752575,0.7300856861982581,1
0.7539717796295683,0.6786884787136621,0.043571619986938884,0.7241230904351418,1
0.8175550757912933,1.0,0.20918212306602268,0.800378639726913,1
0.8244201766506659,0.9674547241537601,0.1734857468948802,0.5938902425028001,1
0.6395312234450516,0.5979190954567901,0.08106741051005192,0.8394245290741633,1
0.8257924420931014,0.6254937392022303,0.19072322149692655,0.717764984306428,1
0.7698696831447392,0.556830016944681,0.09428323125043986,0.8656338921352038,1
0.9507252408960617,0.9724054463845143,0.1623026928745126,0.7253320415265935,1
0.8388328777923052,0.8530459892459943,0.11649351656300251,0.8745682707320731,1
0.8484662336676946,0.6642024583304812,0.010507560506203625,0.732686275767618,1
0.8624525708014938,0.8899811166520373,0.2236596364755745,0.8142673414954855,1
0.8095056904281638,1.0,0.11293684194939796,0.8016697975412063,1
0.829657427674197,0.8907881344310303,0.26325481420778707,0.8713516942089755,1
0.8130216900261352,0.6274144688952368,0.15346707145953328,0.8638219091937862,1
0.8200663661241073,0.6557482634243512,0.20489301333938903,0.8124153344588924,1
0.6426352298741165,0.7366637101472947,0.0,0.7208275461786801,1
0.8558780690901873,0.9818571990995234,0.07167933086306952,0.7976079654018631,1
0.9573885177346827,0.9601908625909079,0.16618933422829701,0.5175263104973188,1
0.6720837887280727,0.8724958993851502,0.15649290481361947,0.971069195621549,1
0.6438627825238591,0.5497431410180176,0.22815662414438384,0.5562971258132204,1
0.7036528189732952,0.6154139094667666,0.24677570433665635,0.8674562138734602,1
0.6993838866886033,0.7237114540045047,0.1171690882878509,0.6973896027841594,1
0.7591305295418025,0.7466923771559609,0.22276054342461155,0.9611364410472993,1
0.9096547971530716,0.6769812283427346,0.22219406715153633,0.9051500698295518,1
0.7851712454149448,0.8844967486009887,0.12330970172754187,0.5133565487673102,1
0.9607256935636915,0.8805069048603007,0.19072291664387023,0.649325034001907,1
0.7377437195927219,0.9025797047762728,0.17412241490848004,0.9836735688798866,1
0.6691412124881595,0.8342912746446133,0.13730778467035792,0.8607161646229892,1
0.6961866356878605,0.7632869152306065,0.08473335998466215,0.7517643899768596,1
0.8732121515728946,0.7399851252418987,0.08659899663914847,0.6262854490576125,1
0.8400005661825676,0.6154707116231817,0.09926095851601728,0.6508022601987834,1
0.7755613471515034,0.6717635967893504,0.10641682152609068,0.6789267285979979,1
0.9179965543122974,0.5813889738164333,0.11575947552423692,0.8141440555918574,1
0.784575295751239,0.5847828578429518,0.14325956841524506,0.7432776414176588,1
0.664524490462837,0.6050790449121739,0.08770585334108058,0.7539776216750464,1
0.8481282735104311,0.5967795640244838,0.07916681021316993,0.9536169004140974,1
